day,stage,host,color,time,artist,end
Saturday,BEACH CLUB,MC Anomaly,#38BDF8,12:00,DEMI KANON,13:00
Sunday,BEACH CLUB,,#38BDF8,10:00,CONSEQUENT,11:00
Sunday,BEACH CLUB,,#38BDF8,11:00,ARTIFACT,12:00
Sunday,BEACH CLUB,,#38BDF8,12:00,DIGITAL PUNK,13:00
Friday,RAVE CAFÉ,,#A16207,01:00,RANSOM,02:00
Friday,RAVE CAFÉ,,#A16207,02:00,GENIUS,03:00
Friday,RAVE CAFÉ,,#A16207,03:00,RICARDO MORENO,04:00
Saturday,RAVE CAFÉ,,#A16207,10:00,ENDURANCE & INTELLECTUAL,11:00
Saturday,RAVE CAFÉ,,#A16207,11:00,KNOEZ & MAMMOTH RAW,12:00
Saturday,RAVE CAFÉ,,#A16207,12:00,ORACLE & JOE GRESSIVE,13:00
Saturday,RAVE CAFÉ,,#A16207,01:00,JULIA ROMMY,02:00
Saturday,RAVE CAFÉ,,#A16207,02:00,XRTN,03:00
Saturday,RAVE CAFÉ,,#A16207,03:00,RØØTZ,04:00
Sunday,RAVE CAFÉ,,#A16207,10:00,GENETIK,11:00
Sunday,RAVE CAFÉ,,#A16207,11:00,AESTROBASS,12:00
Sunday,RAVE CAFÉ,,#A16207,12:00,DUCAL,13:00
Sunday,RAVE CAFÉ,,#A16207,23:00,PLN-B,00:00
Sunday,RAVE CAFÉ,,#A16207,00:00,RETRACK,01:00
Sunday,RAVE CAFÉ,,#A16207,01:00,EKVALAYZER B2B E-VOLITION PRES. DUTCH HARDBASS,02:00
Sunday,RAVE CAFÉ,,#A16207,02:00,BLYATSQUAD PRES DUTCH HARDBASS: KICKZ & DONKZ,03:00
