day,stage,host,color,time,artist,end
Sunday,GOLD,Da Mouth of Madness,#9C7C43,14:00,Potato & DJ Francois,
Sunday,GOLD,Da Mouth of Madness,#9C7C43,15:00,Tha Playah,
Sunday,GOLD,Da Mouth of Madness,#9C7C43,16:00,Panic & Exertion,
Sunday,GOLD,Da Mouth of Madness,#9C7C43,17:00,Catscan,
Sunday,GOLD,Da Mouth of Madness,#9C7C43,17:45,Art of Fighters,
Sunday,GOLD,Da Mouth of Madness,#9C7C43,18:30,Reeza & Juno B - House of Madness,
Sunday,GOLD,Da Mouth of Madness,#9C7C43,19:15,Steve-D,20:00
Sunday,MAGENTA,DV8 & DL,#FE0089,11:00,Omegatypez,
Sunday,MAGENTA,DV8 & DL,#FE0089,12:00,Cyber,
Sunday,MAGENTA,DV8 & DL,#FE0089,13:00,The Pitcher & Slim Shore present This Is Who We Are!,
Sunday,MAGENTA,DV8 & DL,#FE0089,14:00,Bass Modulators,
Sunday,MAGENTA,DV8 & DL,#FE0089,14:45,"Low-E, Alter Egosz & Alphaverb",
Sunday,MAGENTA,DV8 & DL,#FE0089,15:45,Wildstylez - Back 2 Basics,
Sunday,MAGENTA,DV8 & DL,#FE0089,16:45,Audiotricz Live,
Sunday,MAGENTA,DV8 & DL,#FE0089,17:15,Psyko Punkz,
Sunday,MAGENTA,DV8 & DL,#FE0089,18:00,Josh & Wesz,19:00
Sunday,RED — The Closing Ceremony,Villain,#EF0000,16:00,GPF presents: Error_404: Normal Music Not Found,16:30
Sunday,RED — The Closing Ceremony,Villain,#EF0000,18:00,Defqon.1 Legends,
Sunday,RED — The Closing Ceremony,Villain,#EF0000,21:30,XV - The Underground Kings (Gunz for Hire),
Sunday,RED — The Closing Ceremony,Villain,#EF0000,22:00,4444 of a Kind,
Sunday,RED — The Closing Ceremony,Villain,#EF0000,22:45,The Closing Ritual,
